level,hanzi,pinyin,pinyin_tone,pinyin_num,english,pos,tts_url,personal_interaction
5,布,bu,bù,bu4,cloth; textile; proclaim,名,https://api.wohuimandarin.com/nls/tts?text=b%C3%B9,0.0
5,不安,bu an,bù ān,bu4 an1,uneasy; unsettled; unstable,形,https://api.wohuimandarin.com/nls/tts?text=%E4%B8%8D%E5%AE%89,0.0
5,不得了,bu de liao,bù dé liǎo,bu4 de2 liao3,desperately serious disastrous; terrible,形,https://api.wohuimandarin.com/nls/tts?text=%E4%B8%8D%E5%BE%97%E4%BA%86,0.0
5,部门,bu men,bù mén,bu4 men2,department; branch; section,名,https://api.wohuimandarin.com/nls/tts?text=%E9%83%A8%E9%97%A8,0.0
5,不然,bu ran,bù rán,bu4 ran2,not the case; otherwise,连,https://api.wohuimandarin.com/nls/tts?text=%E4%B8%8D%E7%84%B6,0.0
5,不如,bu ru,bù rú,bu4 ru2,it would be better to …not as good as,动,https://api.wohuimandarin.com/nls/tts?text=%E4%B8%8D%E5%A6%82,0.0
5,步骤,bu zhou,bù zhòu,bu4 zhou4,step; move; procedure,名,https://api.wohuimandarin.com/nls/tts?text=%E6%AD%A5%E9%AA%A4,0.0
5,不足,bu zu,bù zú,bu4 zu2,not enough; insufficient,动/名,https://api.wohuimandarin.com/nls/tts?text=%E4%B8%8D%E8%B6%B3,0.0
5,财产,cai chan,cái chǎn,cai2 chan3,property; assets; estate,名,https://api.wohuimandarin.com/nls/tts?text=%E8%B4%A2%E4%BA%A7,0.0
5,踩,cai,cǎi,cai3,to step on; to stamp on; trample,动,https://api.wohuimandarin.com/nls/tts?text=c%C7%8Ei,0.0
5,采访,cai fang,cǎi fǎng,cai3 fang3,to interview,动,https://api.wohuimandarin.com/nls/tts?text=%E9%87%87%E8%AE%BF,0.0
5,彩虹,cai hong,cǎi hóng,cai3 hong2,rainbow,名,https://api.wohuimandarin.com/nls/tts?text=%E5%BD%A9%E8%99%B9,0.0
5,采取,cai qu,cǎi qǔ,cai3 qu3,to carry out; adopt; take,动,https://api.wohuimandarin.com/nls/tts?text=%E9%87%87%E5%8F%96,0.0
5,参考,can kao,cān kǎo,can1 kao3,to consult; to refer to,动,https://api.wohuimandarin.com/nls/tts?text=%E5%8F%82%E8%80%83,0.0
5,参与,can yu,cān yù,can1 yu4,to take part; to participate in,动,https://api.wohuimandarin.com/nls/tts?text=%E5%8F%82%E4%B8%8E,0.0
5,惭愧,can kui,cán kuì,can2 kui4,ashamed,行,https://api.wohuimandarin.com/nls/tts?text=%E6%83%AD%E6%84%A7,0.0
5,操场,cao chang,cāo chǎng,cao1 chang3,playground; sports ground; drill ground,名,https://api.wohuimandarin.com/nls/tts?text=%E6%93%8D%E5%9C%BA,0.0
5,操心,cao xin,cāo xīn,cao1 xin1,to worry about; to take pains over; be concerned over,动,https://api.wohuimandarin.com/nls/tts?text=%E6%93%8D%E5%BF%83,0.0
5,册,ce,cè,ce4,volume; copy [measure word for books],名,https://api.wohuimandarin.com/nls/tts?text=c%C3%A8,0.0
5,测验,ce yan,cè yàn,ce4 yan4,test; trial run; examination,动,https://api.wohuimandarin.com/nls/tts?text=%E6%B5%8B%E9%AA%8C,0.0
5,曾经,ceng jing,céng jīng,ceng2 jing1,once,副,https://api.wohuimandarin.com/nls/tts?text=%E6%9B%BE%E7%BB%8F,0.0
5,插,cha,chā,cha1,stick in; to insert; interpose,动,https://api.wohuimandarin.com/nls/tts?text=ch%C4%81,0.0
5,差别,cha bie,chā bié,cha1 bie2,difference,名,https://api.wohuimandarin.com/nls/tts?text=%E5%B7%AE%E5%88%AB,0.0
5,差距,cha ju,chā jù,cha1 ju4,gap; disparity,名,https://api.wohuimandarin.com/nls/tts?text=%E5%B7%AE%E8%B7%9D,0.0
5,叉子,cha zi,chā zi,cha1 zi5,fork; prong,名,https://api.wohuimandarin.com/nls/tts?text=%E5%8F%89%E5%AD%90,0.0
5,拆,chai,chāi,chai1,to tear open; take apart; pull down,动,https://api.wohuimandarin.com/nls/tts?text=ch%C4%81i,0.0
5,产品,chan pin,chǎn pǐn,chan3 pin3,product,名,https://api.wohuimandarin.com/nls/tts?text=%E4%BA%A7%E5%93%81,0.0
5,产生,chan sheng,chǎn shēng,chan3 sheng1,produce,动,https://api.wohuimandarin.com/nls/tts?text=%E4%BA%A7%E7%94%9F,0.0
5,常识,chang shi,cháng shí,chang2 shi2,general knowledge,名,https://api.wohuimandarin.com/nls/tts?text=%E5%B8%B8%E8%AF%86,0.0
5,长途,chang tu,cháng tú,chang2 tu2,long-distance,形,https://api.wohuimandarin.com/nls/tts?text=%E9%95%BF%E9%80%94,0.0
5,抄,chao,chāo,chao1,to copy; transcribe; plagiarise,动,https://api.wohuimandarin.com/nls/tts?text=ch%C4%81o,0.0
5,超级,chao ji,chāo jí,chao1 ji2,super,形,https://api.wohuimandarin.com/nls/tts?text=%E8%B6%85%E7%BA%A7,0.0
5,朝,chao,cháo,chao2,dynasty; court; government,介,https://api.wohuimandarin.com/nls/tts?text=ch%C3%A1o,0.0
5,潮湿,chao shi,cháo shī,chao2 shi1,damp; moist; humidy,形,https://api.wohuimandarin.com/nls/tts?text=%E6%BD%AE%E6%B9%BF,0.0
5,吵,chao,chǎo,chao3,noisy,形,https://api.wohuimandarin.com/nls/tts?text=ch%C7%8Eo,0.0
5,炒,chao,chǎo,chao3,stir-fry,动,https://api.wohuimandarin.com/nls/tts?text=ch%C7%8Eo,0.0
5,吵架,chao jia,chǎo jià,chao3 jia4,to quarrel; have a row,动,https://api.wohuimandarin.com/nls/tts?text=%E5%90%B5%E6%9E%B6,0.0
5,车库,che ku,chē kù,che1 ku4,garage,名,https://api.wohuimandarin.com/nls/tts?text=%E8%BD%A6%E5%BA%93,0.0
5,车厢,che xiang,chē xiāng,che1 xiang1,railway carriage; compartment,名,https://api.wohuimandarin.com/nls/tts?text=%E8%BD%A6%E5%8E%A2,0.0
5,彻底,che di,chè dǐ,che4 di3,thorough,形,https://api.wohuimandarin.com/nls/tts?text=%E5%BD%BB%E5%BA%95,5.0
5,沉默,chen mo,chén mò,chen2 mo4,reticent; taciturn; uncommunicative,动,https://api.wohuimandarin.com/nls/tts?text=%E6%B2%89%E9%BB%98,0.0
5,趁,chen,chèn,chen4,to take advantage of; avail oneself of,介,https://api.wohuimandarin.com/nls/tts?text=ch%C3%A8n,0.0
5,称,cheng,chēng,cheng1,fit; match; to name,动,https://api.wohuimandarin.com/nls/tts?text=ch%C4%93ng,0.0
5,称呼,cheng hu,chēng hu,cheng1 hu5,call; address,名,https://api.wohuimandarin.com/nls/tts?text=%E7%A7%B0%E5%91%BC,0.0
5,称赞,cheng zan,chēng zàn,cheng1 zan4,to praise; to acclaim; to commend,动,https://api.wohuimandarin.com/nls/tts?text=%E7%A7%B0%E8%B5%9E,0.0
5,承担,cheng dan,chéng dān,cheng2 dan1,bear; to undertake; assume,动,https://api.wohuimandarin.com/nls/tts?text=%E6%89%BF%E6%8B%85,0.0
5,程度,cheng du,chéng dù,cheng2 du4,level; degree; extent,名,https://api.wohuimandarin.com/nls/tts?text=%E7%A8%8B%E5%BA%A6,0.0
5,成分,cheng fen,chéng fèn,cheng2 fen4,composition; component part; ingredient,名,https://api.wohuimandarin.com/nls/tts?text=%E6%88%90%E5%88%86,0.0
5,成果,cheng guo,chéng guǒ,cheng2 guo3,achievement; gain; positive result,名,https://api.wohuimandarin.com/nls/tts?text=%E6%88%90%E6%9E%9C,0.0
5,成就,cheng jiu,chéng jiù,cheng2 jiu4,achievement; accomplishment; attainment,名,https://api.wohuimandarin.com/nls/tts?text=%E6%88%90%E5%B0%B1,0.0
5,诚恳,cheng ken,chéng kěn,cheng2 ken3,sincere; earnest,形,https://api.wohuimandarin.com/nls/tts?text=%E8%AF%9A%E6%81%B3,0.0
5,成立,cheng li,chéng lì,cheng2 li4,found; to establish; set up,动,https://api.wohuimandarin.com/nls/tts?text=%E6%88%90%E7%AB%8B,0.0
5,成人,cheng ren,chéng rén,cheng2 ren2,adult,名,https://api.wohuimandarin.com/nls/tts?text=%E6%88%90%E4%BA%BA,0.0
5,承认,cheng ren,chéng rèn,cheng2 ren4,to admit; to acknowledge; to recognise,动,https://api.wohuimandarin.com/nls/tts?text=%E6%89%BF%E8%AE%A4,0.0
5,承受,cheng shou,chéng shòu,cheng2 shou4,to bear; support; to endure; inherit,动,https://api.wohuimandarin.com/nls/tts?text=%E6%89%BF%E5%8F%97,0.0
5,成熟,cheng shu,chéng shú,cheng2 shu2,mature,形,https://api.wohuimandarin.com/nls/tts?text=%E6%88%90%E7%86%9F,0.0
5,程序,cheng xu,chéng xù,cheng2 xu4,order; procedure; sequence,名,https://api.wohuimandarin.com/nls/tts?text=%E7%A8%8B%E5%BA%8F,0.0
5,成语,cheng yu,chéng yǔ,cheng2 yu3,set phrase; idiom; proverb,名,https://api.wohuimandarin.com/nls/tts?text=%E6%88%90%E8%AF%AD,0.0
5,成长,cheng zhang,chéng zhǎng,cheng2 zhang3,to grow up,动,https://api.wohuimandarin.com/nls/tts?text=%E6%88%90%E9%95%BF,0.0
5,吃亏,chi kui,chī kuī,chi1 kui1,to suffer losses; come to grief; take a beating,动,https://api.wohuimandarin.com/nls/tts?text=%E5%90%83%E4%BA%8F,0.0
5,池塘,chi tang,chí táng,chi2 tang2,pool; pond,名,https://api.wohuimandarin.com/nls/tts?text=%E6%B1%A0%E5%A1%98,0.0
5,持续,chi xu,chí xù,chi2 xu4,last; continue; sustain,动,https://api.wohuimandarin.com/nls/tts?text=%E6%8C%81%E7%BB%AD,0.0
5,迟早,chi zao,chí zǎo,chi2 zao3,sooner or later,副,https://api.wohuimandarin.com/nls/tts?text=%E8%BF%9F%E6%97%A9,0.0
5,尺子,chi zi,chǐ zi,chi3 zi5,ruler,名,https://api.wohuimandarin.com/nls/tts?text=%E5%B0%BA%E5%AD%90,0.0
5,翅膀,chi bang,chì bǎng,chi4 bang3,wing [of a bird],名,https://api.wohuimandarin.com/nls/tts?text=%E7%BF%85%E8%86%80,0.0
5,冲,chong,chōng,chong1,to flush; vigorously; on the strength of,动,https://api.wohuimandarin.com/nls/tts?text=ch%C5%8Dng,0.0
5,充电器,chong dian qi,chōng diàn qì,chong1 dian4 qi4,(battery) charger,名,https://api.wohuimandarin.com/nls/tts?text=%E5%85%85%E7%94%B5%E5%99%A8,0.0
5,充分,chong fen,chōng fèn,chong1 fen4,full; ample,形,https://api.wohuimandarin.com/nls/tts?text=%E5%85%85%E5%88%86,0.0
5,充满,chong man,chōng mǎn,chong1 man3,be filled with; be full of,动,https://api.wohuimandarin.com/nls/tts?text=%E5%85%85%E6%BB%A1,0.0
5,重复,chong fu,chóng fù,chong2 fu4,to repeat; to duplicate; iterate,动,https://api.wohuimandarin.com/nls/tts?text=%E9%87%8D%E5%A4%8D,0.0
5,宠物,chong wu,chǒng wù,chong3 wu4,pet,名,https://api.wohuimandarin.com/nls/tts?text=%E5%AE%A0%E7%89%A9,0.0
5,抽屉,chou ti,chōu ti,chou1 ti5,drawer,名,https://api.wohuimandarin.com/nls/tts?text=%E6%8A%BD%E5%B1%89,0.0
5,抽象,chou xiang,chōu xiàng,chou1 xiang4,abstract,形,https://api.wohuimandarin.com/nls/tts?text=%E6%8A%BD%E8%B1%A1,0.0
5,丑,chou,chǒu,chou3,ugly; clown in Beijing opera; the second of the Twelve Earthly Branches,形,https://api.wohuimandarin.com/nls/tts?text=ch%C7%92u,0.0
5,臭,chou,chòu,chou4,smelly; stinking,形,https://api.wohuimandarin.com/nls/tts?text=ch%C3%B2u,0.0
5,出版,chu ban,chū bǎn,chu1 ban3,publish; come off the press,动,https://api.wohuimandarin.com/nls/tts?text=%E5%87%BA%E7%89%88,0.0
5,初级,chu ji,chū jí,chu1 ji2,elementary; primary; initial,形,https://api.wohuimandarin.com/nls/tts?text=%E5%88%9D%E7%BA%A7,0.0
5,出口,chu kou,chū kǒu,chu1 kou3,exit [from a building],名,https://api.wohuimandarin.com/nls/tts?text=%E5%87%BA%E5%8F%A3,0.0
5,出色,chu se,chū sè,chu1 se4,outstanding; remarkable; splendid,形,https://api.wohuimandarin.com/nls/tts?text=%E5%87%BA%E8%89%B2,0.0
5,出示,chu shi,chū shì,chu1 shi4,to show,动,https://api.wohuimandarin.com/nls/tts?text=%E5%87%BA%E7%A4%BA,0.0
5,出席,chu xi,chū xí,chu1 xi2,to attend; to be present,动,https://api.wohuimandarin.com/nls/tts?text=%E5%87%BA%E5%B8%AD,0.0
5,除非,chu fei,chú fēi,chu2 fei1,only if; only when; unless,连,https://api.wohuimandarin.com/nls/tts?text=%E9%99%A4%E9%9D%9E,0.0
5,除夕,chu xi,chú xī,chu2 xi1,(lunar) New Year’s Eve,名,https://api.wohuimandarin.com/nls/tts?text=%E9%99%A4%E5%A4%95,0.0
5,处理,chu li,chǔ lǐ,chu3 li3,to handle; deal with; manage,动,https://api.wohuimandarin.com/nls/tts?text=%E5%A4%84%E7%90%86,0.0
5,传播,chuan bo,chuán bō,chuan2 bo1,disseminate; propagate,动,https://api.wohuimandarin.com/nls/tts?text=%E4%BC%A0%E6%92%AD,0.0
5,传染,chuan ran,chuán rǎn,chuan2 ran3,infect; be contagious,动,https://api.wohuimandarin.com/nls/tts?text=%E4%BC%A0%E6%9F%93,0.0
5,传说,chuan shuo,chuán shuō,chuan2 shuo1,legend; lore,名,https://api.wohuimandarin.com/nls/tts?text=%E4%BC%A0%E8%AF%B4,0.0
5,传统,chuan tong,chuán tǒng,chuan2 tong3,tradition; custom,名/形,https://api.wohuimandarin.com/nls/tts?text=%E4%BC%A0%E7%BB%9F,0.0
5,窗帘,chuang lian,chuāng lián,chuang1 lian2,curtains; sunblind,名,https://api.wohuimandarin.com/nls/tts?text=%E7%AA%97%E5%B8%98,0.0
5,闯,chuang,chuǎng,chuang3,to rush; charge,动,https://api.wohuimandarin.com/nls/tts?text=chu%C7%8Eng,1.0
5,创造,chuang zao,chuàng zào,chuang4 zao4,create,动,https://api.wohuimandarin.com/nls/tts?text=%E5%88%9B%E9%80%A0,1.0
5,吹,chui,chuī,chui1,to blow; puff,动,https://api.wohuimandarin.com/nls/tts?text=chu%C4%AB,0.0
5,词汇,ci hui,cí huì,ci2 hui4,vocabulary; words and phrases,名,https://api.wohuimandarin.com/nls/tts?text=%E8%AF%8D%E6%B1%87,0.0
5,辞职,ci zhi,cí zhí,ci2 zhi2,to resign; hand in one's resignation,动,https://api.wohuimandarin.com/nls/tts?text=%E8%BE%9E%E8%81%8C,0.0
5,此外,ci wai,cǐ wài,ci3 wai4,besides; in addition; furthermore,连,https://api.wohuimandarin.com/nls/tts?text=%E6%AD%A4%E5%A4%96,0.0
5,刺激,ci ji,cì jī,ci4 ji1,to stimulate; provoke; irritate,动,https://api.wohuimandarin.com/nls/tts?text=%E5%88%BA%E6%BF%80,0.0
5,次要,ci yao,cì yào,ci4 yao4,less important; secondary; subordinate,形,https://api.wohuimandarin.com/nls/tts?text=%E6%AC%A1%E8%A6%81,0.0
5,匆忙,cong mang,cōng máng,cong1 mang2,hastily; in a hurry,形,https://api.wohuimandarin.com/nls/tts?text=%E5%8C%86%E5%BF%99,0.0
5,从此,cong ci,cóng cǐ,cong2 ci3,from this time on; from now; then on,副,https://api.wohuimandarin.com/nls/tts?text=%E4%BB%8E%E6%AD%A4,0.0
5,从而,cong er,cóng ér,cong2 er2,thus; therebyupon,连,https://api.wohuimandarin.com/nls/tts?text=%E4%BB%8E%E8%80%8C,0.0
5,从前,cong qian,cóng qián,cong2 qian2,in the past; formerly,名,https://api.wohuimandarin.com/nls/tts?text=%E4%BB%8E%E5%89%8D,0.0
5,从事,cong shi,cóng shì,cong2 shi4,go in for; devote oneself to; be to engaged in [formal],动,https://api.wohuimandarin.com/nls/tts?text=%E4%BB%8E%E4%BA%8B,0.0
5,粗糙,cu cao,cū cāo,cu1 cao1,coarse,形,https://api.wohuimandarin.com/nls/tts?text=%E7%B2%97%E7%B3%99,0.0
5,醋,cu,cù,cu4,vinegar,名,https://api.wohuimandarin.com/nls/tts?text=c%C3%B9,0.0
5,促进,cu jin,cù jìn,cu4 jin4,promote; boost; accelerate,动,https://api.wohuimandarin.com/nls/tts?text=%E4%BF%83%E8%BF%9B,0.0
5,促使,cu shi,cù shǐ,cu4 shi3,precipitate; impel; to urge,动,https://api.wohuimandarin.com/nls/tts?text=%E4%BF%83%E4%BD%BF,0.0
5,催,cui,cuī,cui1,to urge; hurry; to hasten,动,https://api.wohuimandarin.com/nls/tts?text=cu%C4%AB,0.0
5,存在,cun zai,cún zài,cun2 zai4,to exist; be,动,https://api.wohuimandarin.com/nls/tts?text=%E5%AD%98%E5%9C%A8,0.0
5,措施,cuo shi,cuò shī,cuo4 shi1,measure; step,名,https://api.wohuimandarin.com/nls/tts?text=%E6%8E%AA%E6%96%BD,0.0
5,答应,da ying,dā ying,da1 ying5,answer; reply; to agree,动,https://api.wohuimandarin.com/nls/tts?text=%E7%AD%94%E5%BA%94,2.0
5,达到,da dao,dá dào,da2 dao4,to achieve; attain; reach,动,https://api.wohuimandarin.com/nls/tts?text=%E8%BE%BE%E5%88%B0,0.0
5,打工,da gong,dǎ gōng,da3 gong1,do manual work,动,https://api.wohuimandarin.com/nls/tts?text=%E6%89%93%E5%B7%A5,0.0
5,打交道,da jiao dao,dǎ jiāo dào,da3 jiao1 dao4,make contact with; have dealings with,,https://api.wohuimandarin.com/nls/tts?text=%E6%89%93%E4%BA%A4%E9%81%93,0.0
5,打喷嚏,da pen ti,dǎ pēn tì,da3 pen1 ti4,to sneeze,,https://api.wohuimandarin.com/nls/tts?text=%E6%89%93%E5%96%B7%E5%9A%8F,0.0
5,打听,da ting,dǎ ting,da3 ting5,to ask about; inquire about,动,https://api.wohuimandarin.com/nls/tts?text=%E6%89%93%E5%90%AC,0.0
5,大方,da fang,dà fang,da4 fang5,generous; liberal,形,https://api.wohuimandarin.com/nls/tts?text=%E5%A4%A7%E6%96%B9,0.0
5,大厦,da sha,dà shà,da4 sha4,large building; edifice,名,https://api.wohuimandarin.com/nls/tts?text=%E5%A4%A7%E5%8E%A6,0.0
5,大象,da xiang,dà xiàng,da4 xiang4,elephant,名,https://api.wohuimandarin.com/nls/tts?text=%E5%A4%A7%E8%B1%A1,0.0
5,大型,da xing,dà xíng,da4 xing2,large-scale,形,https://api.wohuimandarin.com/nls/tts?text=%E5%A4%A7%E5%9E%8B,0.0
5,呆,dai,dāi,dai1,slow-witted; stupid; to stay,动,https://api.wohuimandarin.com/nls/tts?text=d%C4%81i,0.0
5,代表,dai biao,dài biǎo,dai4 biao3,to stand for; on behalf of representative,动,https://api.wohuimandarin.com/nls/tts?text=%E4%BB%A3%E8%A1%A8,0.0
5,贷款,dai kuan,dài kuǎn,dai4 kuan3,to provide a loan; make an advance to; extend credit to,动/名,https://api.wohuimandarin.com/nls/tts?text=%E8%B4%B7%E6%AC%BE,0.0
5,代替,dai ti,dài tì,dai4 ti4,instead,动,https://api.wohuimandarin.com/nls/tts?text=%E4%BB%A3%E6%9B%BF,0.0
5,待遇,dai yu,dài yù,dai4 yu4,treatment,名,https://api.wohuimandarin.com/nls/tts?text=%E5%BE%85%E9%81%87,0.0
5,单纯,dan chun,dān chún,dan1 chun2,simple; pure; alone,形,https://api.wohuimandarin.com/nls/tts?text=%E5%8D%95%E7%BA%AF,0.0
5,单调,dan diao,dān diào,dan1 diao4,monotonous; dull; drab,形,https://api.wohuimandarin.com/nls/tts?text=%E5%8D%95%E8%B0%83,0.0
5,单独,dan du,dān dú,dan1 du2,alone; by oneself; on one's own; single-handed,副,https://api.wohuimandarin.com/nls/tts?text=%E5%8D%95%E7%8B%AC,0.0
5,担任,dan ren,dān rèn,dan1 ren4,assume the office of; to hold the post of,动,https://api.wohuimandarin.com/nls/tts?text=%E6%8B%85%E4%BB%BB,0.0
5,单位,dan wei,dān wèi,dan1 wei4,unit,名,https://api.wohuimandarin.com/nls/tts?text=%E5%8D%95%E4%BD%8D,0.0
5,耽误,dan wu,dān wu,dan1 wu5,delay; hold up,动,https://api.wohuimandarin.com/nls/tts?text=%E8%80%BD%E8%AF%AF,0.0
5,单元,dan yuan,dān yuán,dan1 yuan2,unit; cell,名,https://api.wohuimandarin.com/nls/tts?text=%E5%8D%95%E5%85%83,0.0
5,胆小鬼,dan xiao gui,dǎn xiǎo guǐ,dan3 xiao3 gui3,coward,名,https://api.wohuimandarin.com/nls/tts?text=%E8%83%86%E5%B0%8F%E9%AC%BC,0.0
5,淡,dan,dàn,dan4,thin; light in colour; tasteless,形,https://api.wohuimandarin.com/nls/tts?text=d%C3%A0n,0.0
5,当地,dang di,dāng dì,dang1 di4,local area,名,https://api.wohuimandarin.com/nls/tts?text=%E5%BD%93%E5%9C%B0,0.0
5,当心,dang xin,dāng xīn,dang1 xin1,be careful,动,https://api.wohuimandarin.com/nls/tts?text=%E5%BD%93%E5%BF%83,0.0
5,挡,dang,dǎng,dang3,to block; hinder; resist,动,https://api.wohuimandarin.com/nls/tts?text=d%C7%8Eng,0.0
5,倒霉,dao mei,dǎo méi,dao3 mei2,fall on hard times; have bad luck,形,https://api.wohuimandarin.com/nls/tts?text=%E5%80%92%E9%9C%89,0.0
5,导演,dao yan,dǎo yǎn,dao3 yan3,director,名,https://api.wohuimandarin.com/nls/tts?text=%E5%AF%BC%E6%BC%94,0.0
5,岛屿,dao yu,dǎo yǔ,dao3 yu3,islands and islets,名,https://api.wohuimandarin.com/nls/tts?text=%E5%B2%9B%E5%B1%BF,0.0
5,导致,dao zhi,dǎo zhì,dao3 zhi4,to cause; lead to; result in,动,https://api.wohuimandarin.com/nls/tts?text=%E5%AF%BC%E8%87%B4,0.0
5,到达,dao da,dào dá,dao4 da2,to arrive; get to reach,动,https://api.wohuimandarin.com/nls/tts?text=%E5%88%B0%E8%BE%BE,0.0
5,道德,dao de,dào dé,dao4 de2,morality; ethics,名,https://api.wohuimandarin.com/nls/tts?text=%E9%81%93%E5%BE%B7,0.0
5,道理,dao li,dào lǐ,dao4 li3,reason; principle; truth,名,https://api.wohuimandarin.com/nls/tts?text=%E9%81%93%E7%90%86,0.0
5,登记,deng ji,dēng jì,deng1 ji4,to register; check in,动,https://api.wohuimandarin.com/nls/tts?text=%E7%99%BB%E8%AE%B0,0.0
5,等待,deng dai,děng dài,deng3 dai4,to wait for; to await,动,https://api.wohuimandarin.com/nls/tts?text=%E7%AD%89%E5%BE%85,0.0
5,等于,deng yu,děng yú,deng3 yu2,equal to; equivalent to; be worth,动,https://api.wohuimandarin.com/nls/tts?text=%E7%AD%89%E4%BA%8E,0.0
5,滴,di,dī,di1,to drip; to drop; droplet,量,https://api.wohuimandarin.com/nls/tts?text=d%C4%AB,0.0
5,的确,di que,dí què,di2 que4,really; and no mistake; indeed,副,https://api.wohuimandarin.com/nls/tts?text=%E7%9A%84%E7%A1%AE,0.0
5,敌人,di ren,dí rén,di2 ren2,enemy; foe,名,https://api.wohuimandarin.com/nls/tts?text=%E6%95%8C%E4%BA%BA,5.0
5,递,di,dì,di4,to hand over; to pass on; progressively,动,https://api.wohuimandarin.com/nls/tts?text=d%C3%AC,0.0
5,地道,di dao,dì dao,di4 dao5,tunnel; underpass; typical [of a place],形,https://api.wohuimandarin.com/nls/tts?text=%E5%9C%B0%E9%81%93,0.0
5,地理,di li,dì lǐ,di4 li3,geographical features of a place; geography,名,https://api.wohuimandarin.com/nls/tts?text=%E5%9C%B0%E7%90%86,0.0
5,地区,di qu,dì qū,di4 qu1,area; district; region,名,https://api.wohuimandarin.com/nls/tts?text=%E5%9C%B0%E5%8C%BA,0.0
5,地毯,di tan,dì tǎn,di4 tan3,carpet; rug,名,https://api.wohuimandarin.com/nls/tts?text=%E5%9C%B0%E6%AF%AF,0.0
5,地位,di wei,dì wèi,di4 wei4,position; standing; status,名,https://api.wohuimandarin.com/nls/tts?text=%E5%9C%B0%E4%BD%8D,0.0
5,地震,di zhen,dì zhèn,di4 zhen4,earthquake; tremour,动,https://api.wohuimandarin.com/nls/tts?text=%E5%9C%B0%E9%9C%87,0.0
5,点心,dian xin,diǎn xin,dian3 xin5,snack; dim sum,名,https://api.wohuimandarin.com/nls/tts?text=%E7%82%B9%E5%BF%83,0.0
5,电池,dian chi,diàn chí,dian4 chi2,battery; cell,名,https://api.wohuimandarin.com/nls/tts?text=%E7%94%B5%E6%B1%A0,0.0
5,电台,dian tai,diàn tái,dian4 tai2,transceiver; radio station,名,https://api.wohuimandarin.com/nls/tts?text=%E7%94%B5%E5%8F%B0,0.0
5,钓,diao,diào,diao4,fish with a hook and line; angle,动,https://api.wohuimandarin.com/nls/tts?text=di%C3%A0o,0.0
5,顶,ding,dǐng,ding3,"apex; [measure word for something with a top (e.g. hat, tent, etc.)]",量/名,https://api.wohuimandarin.com/nls/tts?text=d%C7%90ng,0.0
5,洞,dong,dòng,dong4,hole; cavity,名,https://api.wohuimandarin.com/nls/tts?text=d%C3%B2ng,0.0
5,冻,dong,dòng,dong4,frozen; jelly,动,https://api.wohuimandarin.com/nls/tts?text=d%C3%B2ng,0.0
5,动画片,dong hua pian,dòng huà piān,dong4 hua4 pian1,cartoon,名,https://api.wohuimandarin.com/nls/tts?text=%E5%8A%A8%E7%94%BB%E7%89%87,0.0
5,逗,dou,dòu,dou4,to tease; play with; amuse,动,https://api.wohuimandarin.com/nls/tts?text=d%C3%B2u,0.0
5,豆腐,dou fu,dòu fu,dou4 fu5,bean curd; tofu,名,https://api.wohuimandarin.com/nls/tts?text=%E8%B1%86%E8%85%90,0.0
5,独立,du li,dú lì,du2 li4,stand alone; independent; on one's own,动/形,https://api.wohuimandarin.com/nls/tts?text=%E7%8B%AC%E7%AB%8B,0.0
5,独特,du te,dú tè,du2 te4,unique; distinctive,形,https://api.wohuimandarin.com/nls/tts?text=%E7%8B%AC%E7%89%B9,0.0
5,度过,du guo,dù guò,du4 guo4,spend; pass,动,https://api.wohuimandarin.com/nls/tts?text=%E5%BA%A6%E8%BF%87,0.0
5,断,duan,duàn,duan4,to break,动,https://api.wohuimandarin.com/nls/tts?text=du%C3%A0n,0.0
5,堆,dui,duī,dui1,heap; pile; crowd,动/量,https://api.wohuimandarin.com/nls/tts?text=du%C4%AB,0.0
5,对比,dui bi,duì bǐ,dui4 bi3,contrast; comparison; ratio,动,https://api.wohuimandarin.com/nls/tts?text=%E5%AF%B9%E6%AF%94,0.0
5,对待,dui dai,duì dài,dui4 dai4,to treat; handle; be in a position related to another,动,https://api.wohuimandarin.com/nls/tts?text=%E5%AF%B9%E5%BE%85,0.0
5,对方,dui fang,duì fāng,dui4 fang1,counterpart; the other party,名,https://api.wohuimandarin.com/nls/tts?text=%E5%AF%B9%E6%96%B9,0.0
5,兑换,dui huan,duì huàn,dui4 huan4,exchange; convert,动,https://api.wohuimandarin.com/nls/tts?text=%E5%85%91%E6%8D%A2,0.0
5,对手,dui shou,duì shǒu,dui4 shou3,opponent; adversary; rival,名,https://api.wohuimandarin.com/nls/tts?text=%E5%AF%B9%E6%89%8B,0.0
5,对象,dui xiang,duì xiàng,dui4 xiang4,target; object; partner,名,https://api.wohuimandarin.com/nls/tts?text=%E5%AF%B9%E8%B1%A1,0.0
5,吨,dun,dūn,dun1,ton,量,https://api.wohuimandarin.com/nls/tts?text=d%C5%ABn,0.0
5,蹲,dun,dūn,dun1,squat on the heels; to crouch,动,https://api.wohuimandarin.com/nls/tts?text=d%C5%ABn,0.0
5,顿,dun,dùn,dun4,"[measure word for occurences, and therefore of meals]",量,https://api.wohuimandarin.com/nls/tts?text=d%C3%B9n,0.0
5,多亏,duo kui,duō kuī,duo1 kui1,thanks to; owing to; fortunately,动,https://api.wohuimandarin.com/nls/tts?text=%E5%A4%9A%E4%BA%8F,0.0
